locus_tag	ftype	length_bp	gene	EC_number	COG	product
IFLAKNEJ_04597	CDS	732	bluR		COG0789	HTH-type transcriptional repressor BluR
IFLAKNEJ_04598	CDS	405	ydfO_2		COG5562	putative protein YdfO
IFLAKNEJ_04599	CDS	1251	icd	1.1.1.42	COG0538	Isocitrate dehydrogenase [NADP]
IFLAKNEJ_04600	CDS	654	rluE	5.4.99.20	COG1187	Ribosomal large subunit pseudouridine synthase E
IFLAKNEJ_04601	CDS	462	nudJ	3.6.1.-	COG0494	Phosphatase NudJ
IFLAKNEJ_04602	CDS	1107	mnmA	2.8.1.13	COG0482	tRNA-specific 2-thiouridylase MnmA
IFLAKNEJ_04603	CDS	642	hflD		COG2915	High frequency lysogenization protein HflD
IFLAKNEJ_04604	CDS	1371	purB	4.3.2.2	COG0015	Adenylosuccinate lyase
IFLAKNEJ_04605	CDS	672	phoP			Transcriptional regulatory protein PhoP
IFLAKNEJ_04606	CDS	1461	phoQ	2.7.13.3	COG0642	Sensor protein PhoQ
IFLAKNEJ_04607	CDS	1122	roxA	1.14.11.47	COG2850	50S ribosomal protein L16 3-hydroxylase
IFLAKNEJ_04608	CDS	1230	pepT	3.4.11.4	COG2195	Peptidase T
IFLAKNEJ_04609	CDS	1137	potA_2	7.6.2.11	COG3842	Spermidine/putrescine import ATP-binding protein PotA
IFLAKNEJ_04610	CDS	858	potB		COG1176	Spermidine/putrescine transport system permease protein PotB
IFLAKNEJ_04611	CDS	795	ydcV_2			Inner membrane ABC transporter permease protein YdcV
IFLAKNEJ_04612	CDS	1047	potD		COG0687	Spermidine/putrescine-binding periplasmic protein
IFLAKNEJ_04613	CDS	462	ymfA			Inner membrane protein YmfA
IFLAKNEJ_04614	CDS	711	ycfZ			Inner membrane protein YcfZ
IFLAKNEJ_04615	CDS	822	cobB	2.3.1.286	COG0846	NAD-dependent protein deacylase
IFLAKNEJ_04616	CDS	912	nagK	2.7.1.59	COG1940	N-acetyl-D-glucosamine kinase
IFLAKNEJ_04617	CDS	1239	lolE		COG4591	Lipoprotein-releasing system transmembrane protein LolE
IFLAKNEJ_04618	CDS	702	lolD_2	3.6.3.-	COG1136	Lipoprotein-releasing system ATP-binding protein LolD
IFLAKNEJ_04619	CDS	1200	lolC		COG4591	Lipoprotein-releasing system transmembrane protein LolC
IFLAKNEJ_04620	CDS	1074	ycfT		COG4763	Inner membrane protein YcfT
IFLAKNEJ_04621	CDS	3495	mfd	3.6.4.-	COG1197	Transcription-repair-coupling factor
IFLAKNEJ_04622	CDS	960	ycfS	2.-.-.-	COG1376	putative L,D-transpeptidase YcfS
IFLAKNEJ_04623	CDS	258	bhsA_3			Multiple stress resistance protein BhsA
IFLAKNEJ_04624	CDS	696	comR			HTH-type transcriptional repressor ComR
IFLAKNEJ_04625	CDS	540				hypothetical protein
IFLAKNEJ_04626	CDS	1305	ndh	1.6.99.3	COG1252	NADH dehydrogenase
IFLAKNEJ_04627	CDS	543				hypothetical protein
IFLAKNEJ_04628	CDS	1026	nagZ	3.2.1.52	COG1472	Beta-hexosaminidase
IFLAKNEJ_04629	CDS	825	thiK	2.7.1.89	COG0510	Thiamine kinase
IFLAKNEJ_04630	CDS	642	lpoB		COG3417	Penicillin-binding protein activator LpoB
IFLAKNEJ_04631	CDS	378				hypothetical protein
IFLAKNEJ_04632	CDS	360	hinT	3.9.1.-	COG0537	Purine nucleoside phosphoramidase
IFLAKNEJ_04633	CDS	2190	fhuE		COG4773	FhuE receptor
IFLAKNEJ_04634	CDS	1434	ptsG_2		COG1263	PTS system glucose-specific EIICB component
IFLAKNEJ_04635	CDS	798	ycfH	3.1.-.-	COG0084	putative metal-dependent hydrolase YcfH
IFLAKNEJ_04636	CDS	1005	holB	2.7.7.7	COG0470	DNA polymerase III subunit delta'
IFLAKNEJ_04637	CDS	642	tmk_2	2.7.4.9	COG0125	Thymidylate kinase
IFLAKNEJ_04638	CDS	1023	mltG	4.2.2.-	COG1559	Endolytic murein transglycosylase
IFLAKNEJ_04639	CDS	810	pabC	4.1.3.38	COG0115	Aminodeoxychorismate lyase
IFLAKNEJ_04640	CDS	1242	fabF	2.3.1.179	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 2
IFLAKNEJ_04641	CDS	237	acpP_2			Acyl carrier protein
IFLAKNEJ_04642	CDS	735	fabG	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
IFLAKNEJ_04643	CDS	930	fabD	2.3.1.39	COG0331	Malonyl CoA-acyl carrier protein transacylase
IFLAKNEJ_04644	CDS	954	fabH	2.3.1.180	COG0332	3-oxoacyl-[acyl-carrier-protein] synthase 3
IFLAKNEJ_04645	CDS	1041	plsX	2.3.1.274	COG0416	Phosphate acyltransferase
IFLAKNEJ_04646	CDS	174	rpmF		COG0333	50S ribosomal protein L32
IFLAKNEJ_04647	CDS	522	yceD_5		COG1399	Large ribosomal RNA subunit accumulation protein YceD
IFLAKNEJ_04648	CDS	624	yceF	3.6.1.-	COG0424	7-methyl-GTP pyrophosphatase
IFLAKNEJ_04649	CDS	960	rluC	5.4.99.24	COG0564	Ribosomal large subunit pseudouridine synthase C
IFLAKNEJ_04650	CDS	3186	rne	3.1.26.12	COG1530	Ribonuclease E
IFLAKNEJ_04651	CDS	954	flgL		COG1344	Flagellar hook-associated protein 3
IFLAKNEJ_04652	CDS	1644	flgK		COG1256	Flagellar hook-associated protein 1
IFLAKNEJ_04653	CDS	942	flgJ	3.2.1.-	COG1705	Peptidoglycan hydrolase FlgJ
IFLAKNEJ_04654	CDS	1098	flgI			Flagellar P-ring protein
IFLAKNEJ_04655	CDS	699	flgH			Flagellar L-ring protein
IFLAKNEJ_04656	CDS	783	flgG		COG4786	Flagellar basal-body rod protein FlgG
IFLAKNEJ_04657	CDS	756	flgF		COG4787	Flagellar basal-body rod protein FlgF
IFLAKNEJ_04658	CDS	1206	flgE		COG1749	Flagellar hook protein FlgE
IFLAKNEJ_04659	CDS	696	flgD		COG1843	Basal-body rod modification protein FlgD
IFLAKNEJ_04660	CDS	405	flgC		COG1558	Flagellar basal-body rod protein FlgC
IFLAKNEJ_04661	CDS	417	flgB		COG1815	Flagellar basal body rod protein FlgB
IFLAKNEJ_04662	CDS	660	flgA		COG1261	Flagella basal body P-ring formation protein FlgA
IFLAKNEJ_04663	CDS	294	flgM		COG2747	Negative regulator of flagellin synthesis
IFLAKNEJ_04664	CDS	417	flgN		COG3418	Flagella synthesis protein FlgN
IFLAKNEJ_04665	CDS	1536	murJ		COG0728	Lipid II flippase MurJ
IFLAKNEJ_04666	CDS	924	yceM	1.-.-.-	COG0673	Putative oxidoreductase YceM
IFLAKNEJ_04667	CDS	648				hypothetical protein
IFLAKNEJ_04668	CDS	585	rimJ	2.3.1.267	COG1670	[Ribosomal protein S5]-alanine N-acetyltransferase
IFLAKNEJ_04669	CDS	1209	mdtH			Multidrug resistance protein MdtH
IFLAKNEJ_04670	CDS	648	grxB		COG2999	Glutaredoxin 2
IFLAKNEJ_04671	CDS	561	yceB			putative lipoprotein YceB
IFLAKNEJ_04672	CDS	1047	pyrC	3.5.2.3	COG0418	Dihydroorotase
IFLAKNEJ_04673	CDS	246	dinI_2			DNA damage-inducible protein I
IFLAKNEJ_04674	CDS	255	bssS			Biofilm regulator BssS
IFLAKNEJ_04675	CDS	1119	solA	1.5.3.-	COG0665	N-methyl-L-tryptophan oxidase
IFLAKNEJ_04676	CDS	114	yceO			putative protein YceO
IFLAKNEJ_04677	CDS	567	yceJ		COG3038	Cytochrome b561 
IFLAKNEJ_04678	CDS	576	yceI		COG2353	Protein YceI
IFLAKNEJ_04679	CDS	1053				hypothetical protein
IFLAKNEJ_04680	CDS	921	lpxL	2.3.1.241	COG1560	Lipid A biosynthesis lauroyltransferase
IFLAKNEJ_04681	CDS	1227	sbnD			Staphyloferrin B transporter
IFLAKNEJ_04682	CDS	375				hypothetical protein
IFLAKNEJ_04683	CDS	228				hypothetical protein
IFLAKNEJ_04684	CDS	2514	mdoH	2.4.1.-	COG2943	Glucans biosynthesis glucosyltransferase H
IFLAKNEJ_04685	CDS	1503	mdoG		COG3131	Glucans biosynthesis protein G
IFLAKNEJ_04686	CDS	1158	mdoC	2.1.-.-		Glucans biosynthesis protein C
IFLAKNEJ_04687	CDS	1482	clsC	2.7.8.-	COG1502	Cardiolipin synthase C
IFLAKNEJ_04688	CDS	534	ymdB	3.1.1.106	COG2110	O-acetyl-ADP-ribose deacetylase
IFLAKNEJ_04689	CDS	333	csgC			Curli assembly protein CsgC
IFLAKNEJ_04690	CDS	456	csgA			Major curlin subunit
IFLAKNEJ_04691	CDS	456	csgB			Minor curlin subunit
IFLAKNEJ_04692	CDS	651	csgD		COG2771	CsgBAC operon transcriptional regulatory protein
IFLAKNEJ_04693	CDS	390	csgE			Curli production assembly/transport component CsgE
IFLAKNEJ_04694	CDS	417	csgF			Curli production assembly/transport component CsgF
IFLAKNEJ_04695	CDS	834	csgG		COG1462	Curli production assembly/transport component CsgG
IFLAKNEJ_04696	CDS	522	ycdZ			Inner membrane protein YcdZ
IFLAKNEJ_04697	CDS	555	ycdY		COG3381	Chaperone protein YcdY
IFLAKNEJ_04698	CDS	738	ycdX	3.1.3.-	COG1387	putative phosphatase YcdX
IFLAKNEJ_04699	CDS	939	ghrA	1.1.1.79	COG0111	Glyoxylate/hydroxypyruvate reductase A
IFLAKNEJ_04700	CDS	669				hypothetical protein
IFLAKNEJ_04701	CDS	594	tehB	2.1.1.265	COG0500	Tellurite methyltransferase
IFLAKNEJ_04702	CDS	993	tehA		COG1275	Tellurite resistance protein TehA
IFLAKNEJ_04703	CDS	981				hypothetical protein
IFLAKNEJ_04704	CDS	537	rimL	2.3.1.-	COG1670	Ribosomal-protein-serine acetyltransferase
IFLAKNEJ_04705	CDS	225				hypothetical protein
IFLAKNEJ_04706	CDS	1620	mdoD		COG3131	Glucans biosynthesis protein D
IFLAKNEJ_04707	CDS	1344			COG5383	putative protein
IFLAKNEJ_04708	CDS	924	catM			HTH-type transcriptional regulator CatM
IFLAKNEJ_04709	CDS	1641	trg		COG0840	Methyl-accepting chemotaxis protein III
IFLAKNEJ_04710	CDS	168				hypothetical protein
IFLAKNEJ_04711	CDS	174				hypothetical protein
IFLAKNEJ_04712	CDS	531	cybB		COG3038	Cytochrome b561
IFLAKNEJ_04713	CDS	1002	gap	1.2.1.12		Glyceraldehyde-3-phosphate dehydrogenase
IFLAKNEJ_04714	CDS	1440	aldA	1.2.1.22	COG1012	Lactaldehyde dehydrogenase
IFLAKNEJ_04715	CDS	801	ydcF		COG1434	Protein YdcF
IFLAKNEJ_04716	CDS	3903				hypothetical protein
IFLAKNEJ_04717	CDS	606	azoR_2	1.7.1.17	COG1182	FMN-dependent NADH-azoreductase
IFLAKNEJ_04718	CDS	1317	ynbD		COG0671	putative protein YnbD
IFLAKNEJ_04719	CDS	1758	ynbC		COG2267	putative protein YnbC
IFLAKNEJ_04720	CDS	897				hypothetical protein
IFLAKNEJ_04721	CDS	606	ynbA		COG0558	Inner membrane protein YnbA
IFLAKNEJ_04722	CDS	2307				hypothetical protein
IFLAKNEJ_04723	CDS	861	pdxI	1.1.1.65		Pyridoxine 4-dehydrogenase
IFLAKNEJ_04724	CDS	591	caiE			Carnitine operon protein CaiE
IFLAKNEJ_04725	CDS	951	paaX		COG3327	Transcriptional repressor PaaX
IFLAKNEJ_04726	CDS	1314	paaK	6.2.1.30	COG1541	Phenylacetate-coenzyme A ligase
IFLAKNEJ_04727	CDS	1206	paaJ	2.3.1.174	COG0183	3-oxoadipyl-CoA/3-oxo-5,6-dehydrosuberyl-CoA thiolase
IFLAKNEJ_04728	CDS	423	paaI	3.1.2.-	COG2050	Acyl-coenzyme A thioesterase PaaI
IFLAKNEJ_04729	CDS	1383	paaH	1.1.1.-	COG1250	3-hydroxyadipyl-CoA dehydrogenase
IFLAKNEJ_04730	CDS	789	paaG	5.3.3.18	COG1024	1,2-epoxyphenylacetyl-CoA isomerase
IFLAKNEJ_04731	CDS	768	paaF	4.2.1.17	COG1024	2,3-dehydroadipyl-CoA hydratase
IFLAKNEJ_04732	CDS	1071	paaE	1.-.-.-	COG1018	1,2-phenylacetyl-CoA epoxidase, subunit E
IFLAKNEJ_04733	CDS	498	paaD		COG2151	Putative 1,2-phenylacetyl-CoA epoxidase, subunit D
IFLAKNEJ_04734	CDS	747	paaC		COG3396	1,2-phenylacetyl-CoA epoxidase, subunit C
IFLAKNEJ_04735	CDS	288	paaB		COG3460	1,2-phenylacetyl-CoA epoxidase, subunit B
IFLAKNEJ_04736	CDS	930	paaA	1.14.13.149	COG3396	1,2-phenylacetyl-CoA epoxidase, subunit A
IFLAKNEJ_04737	CDS	2046	paaZ		COG2030	Bifunctional protein PaaZ
IFLAKNEJ_04738	CDS	2274	tynA	1.4.3.21	COG3733	Primary amine oxidase
IFLAKNEJ_04739	CDS	1500	feaB	1.2.1.39	COG1012	Phenylacetaldehyde dehydrogenase
IFLAKNEJ_04740	CDS	906	feaR		COG2207	Transcriptional activator FeaR
IFLAKNEJ_04741	CDS	327				hypothetical protein
IFLAKNEJ_04742	CDS	186				hypothetical protein
IFLAKNEJ_04743	CDS	2640				hypothetical protein
IFLAKNEJ_04744	CDS	990	ldhA	1.1.1.28	COG1052	D-lactate dehydrogenase
IFLAKNEJ_04745	CDS	423	hslJ		COG3187	Heat shock protein HslJ
IFLAKNEJ_04746	CDS	267				hypothetical protein
IFLAKNEJ_04747	CDS	3525	nifJ	1.2.7.-	COG0674	Pyruvate-flavodoxin oxidoreductase
IFLAKNEJ_04748	CDS	1134	ompN		COG3203	Outer membrane porin N
IFLAKNEJ_04749	CDS	435	uspF		COG0589	Universal stress protein F
IFLAKNEJ_04750	CDS	936	ttcA	2.8.1.-	COG0037	tRNA-cytidine(32) 2-sulfurtransferase
IFLAKNEJ_04751	CDS	1374	dbpA	3.6.4.13	COG0513	ATP-dependent RNA helicase DbpA
IFLAKNEJ_04752	CDS	174	ynaL			Protein YnaL
IFLAKNEJ_04753	CDS	984	zntB		COG0598	Zinc transport protein ZntB
IFLAKNEJ_04754	CDS	1233	dgcM	2.7.7.65	COG2199	Diguanylate cyclase DgcM
IFLAKNEJ_04755	CDS	564	smrA	3.1.-.-	COG2840	putative DNA endonuclease SmrA
IFLAKNEJ_04756	CDS	909	tsaR_2			HTH-type transcriptional regulator TsaR
IFLAKNEJ_04757	CDS	1311	abgA	3.5.1.-	COG1473	p-aminobenzoyl-glutamate hydrolase subunit A
IFLAKNEJ_04758	CDS	1446	abgB	3.5.1.-	COG1473	p-aminobenzoyl-glutamate hydrolase subunit B
IFLAKNEJ_04759	CDS	1527	abgT		COG2978	p-aminobenzoyl-glutamate transport protein
IFLAKNEJ_04760	CDS	516	ogt	2.1.1.63	COG0350	Methylated-DNA--protein-cysteine methyltransferase
IFLAKNEJ_04761	CDS	753	fnr		COG0664	Fumarate and nitrate reduction regulatory protein
IFLAKNEJ_04762	CDS	951	uspE		COG0589	Universal stress protein E
IFLAKNEJ_04763	CDS	258				hypothetical protein
IFLAKNEJ_04764	CDS	1032	ynaI		COG0668	Low conductance mechanosensitive channel YnaI
IFLAKNEJ_04765	CDS	1614	mppA		COG4166	Periplasmic murein peptide-binding protein
IFLAKNEJ_04766	CDS	900	pgrR_2			HTH-type transcriptional regulator PgrR
IFLAKNEJ_04767	CDS	921	ycjY		COG1073	putative protein YcjY
IFLAKNEJ_04768	CDS	165				hypothetical protein
IFLAKNEJ_04769	CDS	729	mpaA	3.4.17.-	COG2866	Murein peptide amidase A
IFLAKNEJ_04770	CDS	966	ycjG	5.1.1.20	COG4948	L-Ala-D/L-Glu epimerase
IFLAKNEJ_04771	CDS	507	tpx	1.11.1.15	COG2077	Thiol peroxidase
IFLAKNEJ_04772	CDS	1542	tyrR		COG3283	Transcriptional regulatory protein TyrR
IFLAKNEJ_04773	CDS	1062				hypothetical protein
IFLAKNEJ_04774	CDS	1398	ycjX		COG3106	putative protein YcjX
IFLAKNEJ_04775	CDS	999	purR_2		COG1609	HTH-type transcriptional repressor PurR
IFLAKNEJ_04776	CDS	906	ompG			Outer membrane porin G
IFLAKNEJ_04777	CDS	1083	msmX	7.5.2.-	COG3839	Oligosaccharides import ATP-binding protein MsmX
IFLAKNEJ_04778	CDS	660	ycjU	5.4.2.6	COG0637	Beta-phosphoglucomutase
IFLAKNEJ_04779	CDS	2268	ycjT	2.4.1.230	COG1554	Kojibiose phosphorylase
IFLAKNEJ_04780	CDS	1056	afr	1.1.1.292		1,5-anhydro-D-fructose reductase
IFLAKNEJ_04781	CDS	789	iolE	4.2.1.44		Inosose dehydratase
IFLAKNEJ_04782	CDS	1053	tdh_3	1.1.1.103		L-threonine 3-dehydrogenase
IFLAKNEJ_04783	CDS	843	ycjP		COG0395	Inner membrane ABC transporter permease protein YcjP
IFLAKNEJ_04784	CDS	882	ycjO		COG1175	Inner membrane ABC transporter permease protein YcjO
IFLAKNEJ_04785	CDS	1293				hypothetical protein
IFLAKNEJ_04786	CDS	1680	ycjM	2.4.1.352	COG0366	Glucosylglycerate phosphorylase
IFLAKNEJ_04787	CDS	315	pspE	2.8.1.1	COG0607	Thiosulfate sulfurtransferase PspE
IFLAKNEJ_04788	CDS	222	pspD			Phage shock protein D
IFLAKNEJ_04789	CDS	360	pspC		COG1983	Phage shock protein C
IFLAKNEJ_04790	CDS	225	pspB_2			Phage shock protein B
IFLAKNEJ_04791	CDS	669	pspA		COG1842	Phage shock protein A
IFLAKNEJ_04792	CDS	978	pspF		COG1221	Psp operon transcriptional activator
IFLAKNEJ_04793	CDS	1266	puuE	2.6.1.19	COG0160	4-aminobutyrate aminotransferase PuuE
IFLAKNEJ_04794	CDS	1281	puuB	1.4.3.-		Gamma-glutamylputrescine oxidoreductase
IFLAKNEJ_04795	CDS	1488	puuC	1.2.1.5	COG1012	NADP/NAD-dependent aldehyde dehydrogenase PuuC
IFLAKNEJ_04796	CDS	558	puuR			HTH-type transcriptional regulator PuuR
IFLAKNEJ_04797	CDS	765	puuD	3.5.1.94	COG2071	Gamma-glutamyl-gamma-aminobutyrate hydrolase PuuD
IFLAKNEJ_04798	CDS	1419	puuA	6.3.1.11	COG0174	Gamma-glutamylputrescine synthetase PuuA
IFLAKNEJ_04799	CDS	1386	puuP		COG0531	Putrescine importer PuuP
IFLAKNEJ_04800	CDS	246				hypothetical protein
IFLAKNEJ_04801	CDS	1644	sapA		COG4166	Peptide transport periplasmic protein SapA
IFLAKNEJ_04802	CDS	966	sapB		COG4168	Putrescine export system permease protein SapB
IFLAKNEJ_04803	CDS	891	sapC		COG4171	Putrescine export system permease protein SapC
IFLAKNEJ_04804	CDS	993	sapD		COG4170	Putrescine export system ATP-binding protein SapD
IFLAKNEJ_04805	CDS	807	sapF		COG4167	Putrescine export system ATP-binding protein SapF
IFLAKNEJ_04806	CDS	351			COG2852	putative protein
IFLAKNEJ_04807	CDS	789	fabI	1.3.1.9	COG0623	Enoyl-[acyl-carrier-protein] reductase [NADH] FabI
IFLAKNEJ_04808	CDS	1128				hypothetical protein
IFLAKNEJ_04809	CDS	1935	rnb	3.1.13.1	COG4776	Exoribonuclease 2
IFLAKNEJ_04810	CDS	1986	pdeR	3.1.4.52	COG2199	Cyclic di-GMP phosphodiesterase PdeR
IFLAKNEJ_04811	CDS	174				hypothetical protein
IFLAKNEJ_04812	CDS	750	srlR_5		COG1349	Glucitol operon repressor
IFLAKNEJ_04813	CDS	219	osmB			Osmotically-inducible lipoprotein B
IFLAKNEJ_04814	CDS	327	yciH		COG0023	putative protein YciH
IFLAKNEJ_04815	CDS	798	pyrF	4.1.1.23	COG0284	Orotidine 5'-phosphate decarboxylase
IFLAKNEJ_04816	CDS	1170	lapB_2		COG2956	Lipopolysaccharide assembly protein B
IFLAKNEJ_04817	CDS	309	lapA		COG3771	Lipopolysaccharide assembly protein A
IFLAKNEJ_04818	CDS	765	pgpB	3.1.3.27	COG0671	Phosphatidylglycerophosphatase B
IFLAKNEJ_04819	CDS	591	ribA	3.5.4.25	COG0807	GTP cyclohydrolase-2
IFLAKNEJ_04820	CDS	2676	acnA	4.2.1.3	COG1048	Aconitate hydratase A
IFLAKNEJ_04821	CDS	96	ymiC			Protein YmiC
IFLAKNEJ_04822	CDS	168				hypothetical protein
IFLAKNEJ_04823	CDS	129	ymiA			Protein YmiA
IFLAKNEJ_04824	CDS	975	cysB			HTH-type transcriptional regulator CysB
IFLAKNEJ_04825	CDS	2598	topA_2	5.6.2.1	COG0550	DNA topoisomerase 1
IFLAKNEJ_04826	CDS	252	yciN			Protein YciN
IFLAKNEJ_04827	CDS	1050	sohB	3.4.21.-	COG0616	putative protease SohB
IFLAKNEJ_04828	CDS	759	yciK	1.-.-.-	COG1028	putative oxidoreductase YciK
IFLAKNEJ_04829	CDS	591	btuR	2.5.1.17	COG2109	Corrinoid adenosyltransferase
IFLAKNEJ_04830	CDS	873	rluB	5.4.99.22	COG1187	Ribosomal large subunit pseudouridine synthase B
IFLAKNEJ_04831	CDS	621	yciO		COG0009	putative protein YciO
IFLAKNEJ_04832	CDS	882	yciV	3.1.13.-	COG0613	5'-3' exoribonuclease
IFLAKNEJ_04833	CDS	1563	trpE	4.1.3.27	COG0147	Anthranilate synthase component 1
IFLAKNEJ_04834	CDS	1596	trpGD		COG0512	Bifunctional protein TrpGD
IFLAKNEJ_04835	CDS	1359	trpC		COG0134	Tryptophan biosynthesis protein TrpCF
IFLAKNEJ_04836	CDS	1194	trpB	4.2.1.20	COG0133	Tryptophan synthase beta chain
IFLAKNEJ_04837	CDS	807	trpA	4.2.1.20	COG0159	Tryptophan synthase alpha chain
IFLAKNEJ_04838	CDS	180				hypothetical protein
IFLAKNEJ_04839	CDS	501	yciF		COG3685	Protein YciF
IFLAKNEJ_04840	CDS	507	yciE		COG3685	Protein YciE
IFLAKNEJ_04841	CDS	171				hypothetical protein
IFLAKNEJ_04842	CDS	270				hypothetical protein
IFLAKNEJ_04843	CDS	657				hypothetical protein
IFLAKNEJ_04844	CDS	249				hypothetical protein
IFLAKNEJ_04845	CDS	927				hypothetical protein
IFLAKNEJ_04846	CDS	684	yhdJ_2	2.1.1.72	COG0863	DNA adenine methyltransferase YhdJ
IFLAKNEJ_04847	CDS	222				hypothetical protein
IFLAKNEJ_04848	CDS	435				hypothetical protein
IFLAKNEJ_04849	CDS	777				hypothetical protein
IFLAKNEJ_04850	CDS	426	klcA_1			Antirestriction protein KlcA
IFLAKNEJ_04851	CDS	423				hypothetical protein
IFLAKNEJ_04852	CDS	192				hypothetical protein
IFLAKNEJ_04853	CDS	528	ssb_2			Plasmid-derived single-stranded DNA-binding protein
IFLAKNEJ_04854	CDS	234				hypothetical protein
IFLAKNEJ_04855	CDS	1959	noc_1			Nucleoid occlusion protein
IFLAKNEJ_04856	CDS	438	psiB_1			Protein PsiB
IFLAKNEJ_04857	CDS	720				hypothetical protein
IFLAKNEJ_04858	CDS	597				hypothetical protein
IFLAKNEJ_04859	CDS	426				hypothetical protein
IFLAKNEJ_04860	CDS	426	klcA_2			Antirestriction protein KlcA
IFLAKNEJ_04861	CDS	423				hypothetical protein
IFLAKNEJ_04862	CDS	192				hypothetical protein
IFLAKNEJ_04863	CDS	435				hypothetical protein
IFLAKNEJ_04864	CDS	267				hypothetical protein
IFLAKNEJ_04865	CDS	390				hypothetical protein
IFLAKNEJ_04866	CDS	915				ISNCY family transposase ISRor2
IFLAKNEJ_04867	CDS	207				hypothetical protein
IFLAKNEJ_04868	CDS	252				hypothetical protein
IFLAKNEJ_04869	CDS	849				hypothetical protein
IFLAKNEJ_04870	CDS	336				hypothetical protein
IFLAKNEJ_04871	CDS	333				hypothetical protein
IFLAKNEJ_04872	CDS	2700				hypothetical protein
IFLAKNEJ_04873	CDS	2292				hypothetical protein
IFLAKNEJ_04874	CDS	1071				hypothetical protein
IFLAKNEJ_04875	CDS	1209				hypothetical protein
IFLAKNEJ_04876	CDS	1086				hypothetical protein
IFLAKNEJ_04877	CDS	156	pndA			Protein PndA
IFLAKNEJ_04878	CDS	252				hypothetical protein
IFLAKNEJ_04879	CDS	297				hypothetical protein
IFLAKNEJ_04880	CDS	177				hypothetical protein
IFLAKNEJ_04881	CDS	210	ymoA			Modulating protein YmoA
IFLAKNEJ_04882	CDS	615				hypothetical protein
IFLAKNEJ_04883	CDS	2169				hypothetical protein
IFLAKNEJ_04884	CDS	585				hypothetical protein
IFLAKNEJ_04885	CDS	1203				hypothetical protein
IFLAKNEJ_04886	CDS	615				hypothetical protein
IFLAKNEJ_04887	CDS	3045				hypothetical protein
IFLAKNEJ_04888	CDS	801				hypothetical protein
IFLAKNEJ_04889	CDS	189				hypothetical protein
IFLAKNEJ_04890	CDS	405				hypothetical protein
IFLAKNEJ_04891	CDS	528				hypothetical protein
IFLAKNEJ_04892	CDS	705				hypothetical protein
IFLAKNEJ_04893	CDS	1290				hypothetical protein
IFLAKNEJ_04894	CDS	984				hypothetical protein
IFLAKNEJ_04895	CDS	693				hypothetical protein
IFLAKNEJ_04896	CDS	348				hypothetical protein
IFLAKNEJ_04897	CDS	3765				hypothetical protein
IFLAKNEJ_04898	CDS	552	pld	3.1.4.4		Phospholipase D
IFLAKNEJ_04899	CDS	291				hypothetical protein
IFLAKNEJ_04900	CDS	1149	yggR_2		COG2805	putative protein YggR
IFLAKNEJ_04901	CDS	819				hypothetical protein
IFLAKNEJ_04902	CDS	459				hypothetical protein
IFLAKNEJ_04903	CDS	585	ais_3	3.1.3.-		Lipopolysaccharide core heptose(II)-phosphate phosphatase
IFLAKNEJ_04904	CDS	1203				hypothetical protein
IFLAKNEJ_04905	CDS	825				hypothetical protein
IFLAKNEJ_04906	CDS	1155	xerC_10			Tyrosine recombinase XerC
IFLAKNEJ_04907	CDS	1371				hypothetical protein
IFLAKNEJ_04908	CDS	657				hypothetical protein
IFLAKNEJ_04909	CDS	561				hypothetical protein
IFLAKNEJ_04910	CDS	615				hypothetical protein
IFLAKNEJ_04911	CDS	1086				hypothetical protein
IFLAKNEJ_04912	CDS	1554				hypothetical protein
IFLAKNEJ_04913	CDS	453				hypothetical protein
IFLAKNEJ_04914	CDS	1296				hypothetical protein
IFLAKNEJ_04915	CDS	1683				hypothetical protein
IFLAKNEJ_04916	CDS	438				hypothetical protein
IFLAKNEJ_04917	CDS	1068				hypothetical protein
IFLAKNEJ_04918	CDS	594				hypothetical protein
IFLAKNEJ_04919	CDS	255				hypothetical protein
IFLAKNEJ_04920	CDS	684				hypothetical protein
IFLAKNEJ_04921	CDS	534	rfaH_2			Transcription antitermination protein RfaH
IFLAKNEJ_04922	CDS	288				hypothetical protein
IFLAKNEJ_04923	CDS	1077	repA_3			Replication initiation protein
IFLAKNEJ_04924	CDS	510				hypothetical protein
IFLAKNEJ_04925	CDS	603				hypothetical protein
IFLAKNEJ_04926	CDS	1347				hypothetical protein
IFLAKNEJ_04927	CDS	2550				Tn3 family transposase Tn2
IFLAKNEJ_04928	CDS	273				hypothetical protein
IFLAKNEJ_04929	CDS	876	bla_1	3.5.2.6		Beta-lactamase CTX-M-1
IFLAKNEJ_04930	CDS	123				hypothetical protein
IFLAKNEJ_04931	CDS	1263				IS1380 family transposase ISEcp1
IFLAKNEJ_04932	CDS	219				Tn3 family transposase Tn2
IFLAKNEJ_04933	CDS	558	tnpR_2			Transposon Tn3 resolvase
IFLAKNEJ_04934	CDS	861	bla_2	3.5.2.6		Beta-lactamase TEM
IFLAKNEJ_04935	CDS	303				hypothetical protein
IFLAKNEJ_04936	CDS	627				hypothetical protein
IFLAKNEJ_04937	CDS	1272	umuC_3		COG0389	Protein UmuC
IFLAKNEJ_04938	CDS	438	umuD_3	3.4.21.-	COG1974	Protein UmuD
